"fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality"
-0.5274867156944686,-0.3665588205158527,-0.6187899869435607,0.37767313713890677,0.36914739471728225,0.7128474596649346,1.0433816982967958,0.47094349021594784,-0.4554589316993499,0.08937336267611955,-0.82413746723392,5
0.653446944538627,-0.8598532695029756,-0.20152050072193836,1.651318626595552,-0.03700803704410885,0.23070923285935194,1.3048048888671389,1.581028816698193,-0.5860519350582762,0.08937336267611955,-1.0686831704541886,6
-0.17320661762454012,0.32405340806611954,-0.28497439796626295,-0.7948893769640363,-0.35290670619185743,-0.3116962722969285,-1.3094270168362927,-1.8423088516150634,-0.6513484367377409,-1.13436794773589,1.8658652681890282,7
-0.2912999836478503,1.4093011958377901,-0.034612706233289235,-0.7140229966810747,-0.5334202314191422,-1.2157054475573958,-1.261895527641685,-1.3837953471985038,0.5892850951720577,0.17678345627697745,2.354956674629564,6
0.4172602124920077,0.5213711876609689,0.04884119101103533,-0.875755757246998,-0.08213641835093012,1.5565893565747042,0.7819585077264526,-1.5665112549735423,0.3933955901336697,0.3516036434786932,2.273441440222808,7
-0.4093933496711594,0.42271229786354425,-0.28497439796626295,-0.8151059720347767,0.23376225079681848,-0.9143690558039067,-0.26373425455492006,-1.5079042656872113,-0.3901624300198882,0.26419354987783533,1.8658652681890282,6
0.4172602124920077,-0.46521771031327713,-0.1180666034776138,0.43832292235112813,0.5496609199445673,0.7128474596649346,1.1384446766860115,0.5467878292923738,0.0016165800568907478,-0.7847275733324584,-0.49807652960689575,6
0.06298011442207921,-0.26789993071842805,-0.7856977814322099,-0.5522902361151515,0.504532538637746,-1.3362400042587914,-1.261895527641685,0.06414203516963528,-1.3043134535323695,-0.08544682452559622,-0.82413746723392,4
0.7715403105619362,0.2747239631674072,0.38265677998833314,-0.9970553276714405,0.053248725569533695,-0.3116962722969285,-1.0242380816686456,-0.8390950938314307,0.19750608509528167,0.26419354987783533,0.8061672209011997,7
1.4801005067017932,-0.3665588205158527,-0.1180666034776138,0.8426548237659361,-0.7139337566464273,-0.07062715889413718,-0.7865806356956064,0.01932492571539575,-0.5207554333788146,-0.609907386130743,1.0507129241214683,6
-0.6455800817177788,-0.07058215112357866,-0.3684282952105875,1.1863369399685229,-0.08213641835093012,1.4360547998733084,1.3761021226590506,1.3121261599726792,-0.3248659283404236,-0.7847275733324584,-1.3947441080812113,6
0.653446944538627,0.028076738673846025,-0.28497439796626295,-0.20860811991256473,0.36914739471728225,0.5320456246128411,0.5443010617534133,0.029667335589445138,-0.4554589316993499,-0.08544682452559622,-0.1720155919798715,6
-0.05511325160123098,1.7052778652300642,-0.4518821924549116,3.9863353572660682,-0.668805375339606,-0.49249810734902194,-0.3825629775414397,3.0806782484366173,-0.8472379417761289,-0.609907386130743,0.07253011124039559,6
0.4172602124920077,-0.46521771031327713,0.38265677998833314,1.6108854364540715,0.5496609199445673,1.194985686470517,1.328570633464443,1.3397059196368237,-0.6513484367377409,-0.4350871989290273,-1.2317136392677,6
-0.17320661762454012,-0.46521771031327713,-0.034612706233289235,-0.9161889473884788,-0.4431634688055,-0.7335672207518132,-1.0004723370713418,-0.5219278576936354,0.8504711018899104,-0.7847275733324584,0.23556058005390842,6
-0.17320661762454012,-0.7611943797055509,0.2992028827440086,-0.9465138399945894,-0.9395756631805333,0.4115110679114454,-0.8341121248902142,-1.3079510081220778,-0.5207554333788146,-0.3476771053281694,0.7246519864944441,5
0.5353535785153168,-0.3665588205158527,0.04884119101103533,1.833267982232216,0.1886338694899975,0.17044195450865413,0.8532557415183644,1.4776047179575842,-1.0431274468145197,-0.609907386130743,-1.2317136392677,6
1.5981938727251022,1.4093011958377901,-0.3684282952105875,-0.45120726076144957,-0.7139337566464273,-0.25142899394623064,-0.905409358682126,-1.004573651816374,-1.239016951852908,-1.484008322139321,1.8658652681890282,7
0.5353535785153168,3.7277851060772687,-1.1195133704095077,0.7820050385537147,1.136329876933243,-0.43223082899832416,1.7563540362159136,1.0639083229952642,-1.5002029585707606,0.7886541114829817,-1.0686831704541886,6
1.1258204086318646,0.028076738673846025,1.3006496496759024,-1.0172719227421807,0.00812034426271242,-0.49249810734902194,0.09275191440463879,-0.14270616231150557,-0.6513484367377409,0.8760642050838395,-0.25353082638662866,5
-0.6455800817177788,-0.5638766001107018,-0.034612706233289235,-0.936405542459219,-0.21752156227139363,1.9181930266788911,0.6155982955453251,-0.41850375895306496,0.8504711018899104,0.6138339242812669,-0.09050035757311582,6
