"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Education_Level","Marital_Status_1_catboost","Income_Category","Card_Category","Total_Ct_Chng_Q4_Q1"
-0.7842996660657752,1,-2.15953393910911,1,-1.032884648478544,0.005234217521279481,-1.8050391129484171,-0.33615644772914804,-1.316752912084391,2.833643140016317,0.6095634179792214,2.777962358061547,-0.3271489478115087,2.8062457614430683,2.1738089151077404,0.07489539748953974,0.08447043534762833,0.08706677937447169,0.06636155606407322,0
-0.6683230528731936,1,0.8294694924630289,1,-1.032884648478544,1.0059125734529095,0.7632178970156321,-0.33615644772914804,-1.316752912084391,1.9395100039891715,-0.5957866630949544,1.992267477811559,-0.3271489478115087,-0.29532411625070193,0.13033924099120492,0.07489539748953974,0.08447043534762833,0.1126082771896054,0.06636155606407322,0
-0.5299710140972619,1,-1.4122830812160754,1,-0.2650315550535227,0.005234217521279481,0.7632178970156321,-0.33615644772914804,-0.41118372283697047,-0.4690878696150529,0.3614031071698323,-0.501340558041159,-0.3271489478115087,-0.7094541851473133,-0.6785341716799238,0.07489539748953974,0.04223521767381416,0.08706677937447169,0.08604553708618522,0
1.3103564203498461,1,0.7049276828141898,0,1.27067463179652,0.755742984470002,0.7632178970156321,0.6579726319310341,-0.41118372283697047,-0.7534202323413884,-1.4270625810771447,-0.6251437010700823,-0.3271489478115087,0.1587504131919656,0.5560620897654832,0.07489539748953974,0.028156811782542774,0.0836197021764032,0.08604553708618522,0
-0.6555652595780088,1,-0.04232317507884499,0,-1.032884648478544,0.005234217521279481,-1.8050391129484171,0.6579726319310341,0.49438546641045017,-0.6155321999544271,1.649880780042227,-0.7633119563547976,-0.3271489478115087,0.12967319558858648,0.5134898048880554,0.0867579908675799,0.02111760883690708,0.07437709185570844,0.08604553708618522,0
-0.7081776918289493,1,0.954011302111868,0,-1.032884648478544,0.005234217521279481,-1.8050391129484171,0.6579726319310341,0.49438546641045017,-0.5442297170176532,0.6853562222658329,-0.6055150362320156,-0.3271489478115087,1.215222652781406,1.4500800721914675,0.0912280701754386,0.08447043534762833,0.0836197021764032,0.08604553708618522,0
-0.5148433646634463,1,0.7049276828141898,0,-1.032884648478544,0.005234217521279481,1.4052821495066445,-1.3302855273893301,-1.316752912084391,-0.48949134934772975,-1.4270625810771447,-0.36130812788355465,-0.3271489478115087,0.020707056893095117,0.5134898048880554,0.10842293906810035,0.016894087069525665,0.0836197021764032,0.08604553708618522,1
-0.6288240955848997,1,0.8294694924630289,0,-0.2650315550535227,0.005234217521279481,0.12115364452461984,-1.3302855273893301,-0.41118372283697047,-0.6918807047605728,0.5887815200296667,-0.7444508929349793,-0.3271489478115087,-0.892435059560497,-1.6576967238607638,0.0867579908675799,0.18074507255793804,0.07437709185570844,0.08604553708618522,1
-0.7670257318271619,0,-1.2877412715672363,1,-0.2650315550535227,-2.246292083324888,-0.5209106079663925,-1.3302855273893301,0.49438546641045017,-0.1016058421716794,0.29416755498009634,-0.12795729673603556,-0.3271489478115087,-1.1300458579557866,-1.7854135784930474,0.07489539748953974,0.2977814907639469,0.08488458674609084,0.08604553708618522,0
-0.7319169025486815,1,-1.1631994619183972,0,-1.8007377419035655,0.005234217521279481,-1.1629748604574048,-0.33615644772914804,0.49438546641045017,0.05416265901327297,0.5105437865725193,0.008346783675790665,-0.3271489478115087,3.08850036868395,1.9183752058431736,0.06395348837209319,0.04223521767381416,0.07437709185570844,0.08604553708618522,0
-0.6992246761422696,1,-0.16686498472768413,1,-0.2650315550535227,0.005234217521279481,1.4052821495066445,-0.33615644772914804,0.49438546641045017,-0.5815264003999657,0.35529078424349264,-0.6131910504144998,-0.3271489478115087,0.1411278570687055,0.4283452351331997,0.10842293906810035,0.2605588044184535,0.07570422535211267,0.08604553708618522,0
1.5336066244488884,1,0.8294694924630289,1,-0.2650315550535227,1.3811669569272707,-0.5209106079663925,-1.3302855273893301,0.49438546641045017,-0.3406337042012647,0.3125045237591152,-0.3685455126841826,-0.3271489478115087,-0.8524905990144408,-0.7636787414347794,0.10842293906810035,0.23160782614973646,0.08488458674609084,0.08604553708618522,1
1.477299167789688,1,-0.9141158426207189,1,-1.8007377419035655,-0.37002016595308174,1.4052821495066445,-0.33615644772914804,-2.2223221013318115,0.19391552556934993,-0.05790224557706661,0.19904090743779052,-0.3271489478115087,-0.24216273861220075,0.598634374642911,0.06395348837209319,0.028156811782542774,0.1126082771896054,0.08604553708618522,0
-0.6004935426549043,1,-0.16686498472768413,0,0.5028215383714987,0.005234217521279481,1.4052821495066445,-1.3302855273893301,0.49438546641045017,-0.024708856727558542,-0.501656890029324,0.020299434331373174,-0.3271489478115087,0.0765118179500853,0.9392126536623336,0.0912280701754386,0.3084470435347628,0.0836197021764032,0.08604553708618522,0
-0.6713026490131874,1,1.2030949214095463,0,0.5028215383714987,1.256082162435817,0.7632178970156321,0.6579726319310341,0.49438546641045017,-0.6891383015706969,0.8858404142497729,-0.7683561942461443,-0.3271489478115087,0.05683329694577824,0.47091752001062753,0.10842293906810035,0.28040640321342075,0.08488458674609084,0.08604553708618522,0
-0.7713874053035785,1,0.7049276828141898,0,0.5028215383714987,0.005234217521279481,0.12115364452461984,-0.33615644772914804,0.49438546641045017,-0.7127229690036297,-0.0896863247940327,-0.7044259618405976,-0.3271489478115087,-0.05712589931797014,-0.16766675315078988,0.0867579908675799,0.2570392029456357,0.07437709185570844,0.08604553708618522,0
-0.7430080731734741,1,0.7049276828141898,1,-1.032884648478544,0.8808277789614557,-0.5209106079663925,0.6579726319310341,-0.41118372283697047,-0.16424233102844543,1.03498109365246,-0.2570239923472339,-0.3271489478115087,-0.9567573894103961,-1.6576967238607638,0.07489539748953974,0.23726695656520216,0.1126082771896054,0.08604553708618522,0
-0.8159533020031988,1,0.5803858731653506,0,-1.032884648478544,0.6306581899785482,0.12115364452461984,-0.33615644772914804,0.49438546641045017,0.023667135541852718,-0.451535842033339,0.06416237251699707,-0.3271489478115087,3.6186455987253567,0.9817849385397615,0.07489539748953974,0.02111760883690708,0.07437709185570844,0.08604553708618522,0
-0.8187072943426883,1,0.4558440635165115,0,-1.8007377419035655,0.005234217521279481,0.12115364452461984,0.6579726319310341,-0.41118372283697047,-0.7866581590026847,-1.4270625810771447,-0.6583698767456925,-0.3271489478115087,0.10059597798520738,1.4075077873140398,0.0867579908675799,0.22031931681054487,0.07437709185570844,0.08604553708618522,0
