"Page_total_likes","Category","Post_Month","Post_Weekday","Post_Hour","Paid","Lifetime_Post_Total_Reach","Lifetime_Post_Total_Impressions","Lifetime_Engaged_Users","Lifetime_Post_Consumers","Lifetime_Post_Consumptions","Lifetime_Post_Impressions_by_people_who_have_liked_your_Page","Lifetime_Post_reach_by_people_who_like_your_Page","Lifetime_People_who_have_liked_your_Page_and_engaged_with_your_post","comment","like","share","Type","Total_Interactions"
-0.9147071034456418,-1.033080193294445,-0.9036778272412169,-0.6301170068302389,-0.8459354899572151,1,1.0745766969105477,0.19904169089554133,-0.17157499062508041,-0.15498248427280376,-0.21943008710033032,0.06826141718613057,1.181853025536105,-0.13533514581334277,-0.1636493363771389,-0.15122204252524094,-0.2333786695851621,219.68421052631572,149
0.8131613206697612,-1.033080193294445,0.905185213108175,0.8554240701762182,-0.3923507768434269,0,-0.571533637536088,-0.3589566605873377,-0.6851573149192308,-0.6578529277057567,-0.560436223313866,-0.24562135538733995,-0.7498284811605881,-0.6845165491018659,-0.25133819712845246,-0.4427906196490063,-0.516591990902045,219.68421052631572,34
-2.1883777195228458,0.140874571812879,-1.808109347415913,-0.1349366478280865,0.7416110059410436,0,-0.11976444636067753,-0.12466422018132937,0.8234298539751616,0.9196297894110935,0.6278609254413794,-0.1329053851482189,-0.19628661237768102,0.19352569450397342,2.1162610431570132,0.5252170564018948,1.5530438187213298,219.68421052631572,515
-0.3168134343974944,-1.033080193294445,-0.6022006538496516,-0.1349366478280865,0.5148186493841496,0,0.15972601061049796,0.02082708670400749,0.14125219362240016,0.08880036113056256,-0.01425647868215847,0.13647105457184147,1.0100251888002265,0.1595056075745959,0.7570837015116533,0.37068571052629906,0.6598325745680839,219.68421052631572,390
0.930592805226646,-1.033080193294445,1.2066623864997403,0.8554240701762182,0.5148186493841496,0,-0.5050206925112981,-0.32347784610528213,-0.6403284972389065,-0.6348957987664262,-0.4682980750890388,-0.2203236581734944,-0.6502236021170561,-0.6926165697993367,-0.1636493363771389,-0.33199456034197544,-0.3205212299903568,219.68421052631572,83
0.7719147248543264,0.140874571812879,0.905185213108175,0.3602437111740659,0.7416110059410436,0,-0.4376146708589377,-0.2869580584679021,-0.42885342252955044,-0.4632639300295271,-0.4203292453431236,-0.19923212070048626,-0.5432080195885703,-0.4026358288298806,-0.25133819712845246,-0.040425983218210094,0.09340593193431813,219.68421052631572,200
-0.17815208434737112,1.3148293369202029,-0.6022006538496516,0.3602437111740659,0.2880262928272554,1,-0.4475660961375827,-0.295628752514604,-0.33139947105058454,-0.28944566806031075,-0.332465547293675,-0.19255085613020292,-0.5115555233477506,-0.3750957584584797,-0.20749376675279568,-0.2416083014336082,-0.12445046907866869,219.68421052631572,122
-0.6894885589416577,-1.033080193294445,-0.9036778272412169,1.3506044291783708,1.421988075611726,0,4.838086660410418,2.699104054437591,0.6061075421770675,0.6714741575430928,0.5162502819731609,1.0100767665207993,3.2277096079586123,0.6195867831909397,0.01172838512548819,0.017887732206542977,-0.2115930294838634,219.68421052631572,212
-0.9147071034456418,-1.033080193294445,-0.9036778272412169,-0.6301170068302389,1.195195719054832,1,1.356278581721422,0.6043966375788548,0.43556312708887723,0.3303968133016117,0.13202470509746406,0.23255978684628012,1.2903758697903442,0.25832586008374014,0.05557281550114496,0.43483079749352743,0.2241197725421102,219.68421052631572,376
-0.6040838429002869,-1.033080193294445,-0.9036778272412169,0.3602437111740659,-0.619143133400321,0,-0.2218303466544726,-0.1920458001883263,0.04379824214343425,0.13362142239306488,0.22701248677254363,-0.08615171784844065,0.042363160866594744,0.2518458435257635,-0.25133819712845246,-0.2532710445185588,-0.037307908673473965,219.68421052631572,121
