"Area","ConvexArea","Perimeter","MajorAxisLength","MinorAxisLength","AspectRation","Eccentricity","EquivDiameter","Extent","Solidity","roundness","Compactness","ShapeFactor1","ShapeFactor2","ShapeFactor3","ShapeFactor4","Class"
-0.2672914573494065,-0.26993527150408975,-0.26259494778525205,-0.29139364086121644,-0.15152984165565667,-0.2964065878020684,-0.01716722006939367,-0.22208512350989096,-0.7144770101835385,0.3112206626637483,0.2776091764313943,0.2100929745027536,-0.030760863796803383,0.0710895242699017,0.17275658506868727,0.6063287303794692,6
-0.7140780908845207,-0.7120630725010455,-0.8941176596586123,-1.1172062820168533,-0.4413812089980186,-1.4311611781924294,-1.8291408835396665,-0.8594761342285587,0.3710945614999251,-0.24968176988162583,0.7200863584808138,1.6379524266061367,0.3763104739139951,1.889657586482895,1.6980652793085103,0.8284559685387585,5
-0.5867126481467758,-0.5921890913102391,-0.7983074722419455,-0.915253230331802,-0.29129670166908855,-1.2384247577753364,-1.3945745316059748,-0.666300983851233,0.6949159518123577,1.0133982229396266,1.48935588490746,1.359544130697468,0.15920971650955598,1.3809141869409025,1.3883529753770234,0.6875773305145536,5
0.542122933103551,0.5613793522647013,1.049310356635676,0.5195017802064178,0.8762375588025046,-0.3024522006155524,-0.023458452710398547,0.7302122836119438,-0.13975194180587816,-1.9050231715937835,-2.1896476089693953,0.20506498563758774,-1.1284454201331118,-0.493490970650656,0.1676624329926208,0.209808559541872,0
-0.6532814998217195,-0.6529333141022133,-0.8040782140014602,-0.8245026576642431,-0.6347025661042937,-0.596144422465129,-0.36013365241250933,-0.7659410714379756,0.993123276614909,0.03908679238511905,0.6689485345702461,0.5307562875545058,0.7058094506579807,0.7838345145149979,0.501655239140521,0.13896625347357497,3
-0.6057713547833169,-0.6042639395839482,-0.6414329389735856,-0.6437348451726987,-0.7157646745292683,-0.10210601347459318,0.17322240018651366,-0.694545108348139,-0.9305298004576529,-0.18401490561941758,-0.2105764089464841,0.0008434003005796909,0.8370903866249464,0.30375726315916374,-0.03760403714717418,0.4252591227009012,3
0.47360722429906815,0.4846250242407337,0.8089935121002887,0.4253849845651695,0.8432248422014696,-0.4007471576321932,-0.12914458065188097,0.6567234758564109,-0.26272655854538274,-1.2011588701398008,-1.3139451937020707,0.3051415260743344,-1.0945380128458664,-0.40216093199747793,0.269421766685857,-0.02748490214314426,0
-0.6728525372818235,-0.6739886205627759,-0.8614121208031106,-1.0617569432961347,-0.37651183265796556,-1.4058069402644313,-1.7673473931007508,-0.7957769006348311,0.6759452014337902,0.3226761194460163,0.9657813923902836,1.6019082007905314,0.27815223196354877,1.7677574991655765,1.6576324332178478,0.8563166252709244,5
-0.5195631548717942,-0.5151656858874145,-0.6127006211838985,-0.6778091361902465,-0.3862178391959233,-0.6726731998929452,-0.4591403634665671,-0.5685007830197663,-0.34734138660181557,-0.6730345006590631,0.5583749011006734,0.6061770935247836,0.32460796613528126,0.6472195638744743,0.5801614946623288,-0.32972655802896694,3
-0.13367557856419385,-0.13714557516814596,0.06768664024858857,0.36393525216910927,-0.5086161636903772,1.5207942472911435,1.1838304825256796,-0.050082429950183985,-2.6370862585825923,0.35002419544052904,-0.9585026341132495,-1.4250240274579056,0.5200511686761999,-0.9790730508619991,-1.3814091337569634,-0.584516658517201,4
-0.8096790225613638,-0.8089645707644331,-1.0028840027246755,-0.9516664163239412,-1.0109192349363378,-0.2492467091941109,0.03111470622476456,-1.0119672993470776,0.4842048630647383,0.04676824268288458,0.42053798729999575,0.15821429654017743,1.3957256384211196,0.7423557215927358,0.12028857279669042,0.5557526047272887,3
-0.17899977875539455,-0.17858349459212844,-0.013902123705714786,0.2523977202554216,-0.5250666939162713,1.3368250377923214,1.1043205849157867,-0.10763319419982588,0.9090365040208324,-0.12677071586277763,-0.777050936494106,-1.2639549153755991,0.5190538919912813,-0.8707777788860226,-1.2374419953496667,0.3847622192746587,4
-0.3499816522724637,-0.35580459641433915,-0.42801820933975404,-0.43552151272637835,-0.20156586814878624,-0.4841900367471503,-0.22418652975947945,-0.3322837334555453,0.49648127816584886,0.8167480887652818,0.8182654806999169,0.4114257442616495,0.04124145003727762,0.29499461166597635,0.37833638906009115,0.4257921202456188,6
-0.2143847609694744,-0.21743154405211199,-0.2096311172675061,-0.2036736318691211,-0.09827591396130686,-0.21654690640658567,0.06378696376949887,-0.1531213716305122,0.009912942202976059,0.3373633477170167,0.3597470143065928,0.10158885706034,-0.08020665666150814,-0.04950877950505087,0.06325609956741698,-0.20590156852457078,6
0.39115611709367365,0.40063924112248356,1.3558459959730025,1.3054201091425846,-0.24568415433927374,2.739942109952121,1.585161800123886,0.5668108069528593,-0.9579820146684107,-1.0826139109752035,-4.2808894135373246,-2.209806098890431,0.11699639381274471,-1.5383202697969722,-2.054327418770354,-0.14781051842868034,4
1.0797628993504917,1.0923363295593336,1.2569076556608054,1.4967522325379448,0.9120749988323004,1.0524628728272676,0.9681066413919709,1.2732217733971365,0.16705236912867788,-1.166383277841989,-0.5345335658429261,-1.0921040540282216,-1.1248991538396704,-1.3039639124625741,-1.0816383451508869,-1.45927950219558,2
0.941945907812063,0.9562504350873913,1.2116988429930218,1.480506323672179,0.6873758736354999,1.3521786156086477,1.1111995594700248,1.1392167743345771,-0.7707976594413039,-1.3300277205673394,-0.9717422256762488,-1.342633739036189,-0.9053432890013093,-1.3652436067340292,-1.3080160879490086,-2.2085028998750156,2
-0.8199939498090975,-0.8218466512347133,-1.0138979022478913,-0.943272892665288,-1.036139148147028,-0.18555100643167263,0.09416730766232391,-1.028847881455767,1.2444427414191526,0.5980561868705343,0.37588834775403923,0.05121436107690125,1.4927342665731422,0.672755713129957,0.012726719180424916,-0.8248558204576419,3
-0.4219470552889369,-0.4276146272343087,-0.5970598567062493,-0.8353545912444259,0.14030991179872068,-1.5878147477104612,-2.2485558231588874,-0.4307564146098241,0.8984665084429471,0.8617754440402298,1.5551752789990811,1.873631274089846,-0.4006539746844706,1.5665932583797488,1.9649016794170677,0.86053469283363,5
0.19793908583397327,0.1939877988002853,0.4602278086733092,0.7122553380067164,-0.09551277589127562,1.3866643431518626,1.1264846163019353,0.3492721943291917,-1.6051541451209028,0.25955050440683125,-1.0151119059216593,-1.3235790699685963,-0.07690660965617237,-1.0971670191142349,-1.290967923887106,-0.47750961669941705,4
-0.11400207493937725,-0.11592209533329781,-0.06823860638955936,0.027631845154320742,-0.105589634312966,0.20057046340905746,0.4301510943232938,-0.025344112986111927,0.7963848143954236,0.147926678550678,0.17509336056990474,-0.32102927791650976,-0.06656451387482339,-0.392902122694216,-0.35461341454073014,-0.3669088758712728,6
-0.7943090978544758,-0.789860075445584,-0.9271873715377728,-0.8419191386068152,-1.0904772100487004,0.14363269362525838,0.38508081726192145,-0.9869746389163251,-1.3304461627918935,-0.7302052892777842,-0.09319739530059129,-0.2423259024046509,1.566226295668353,0.39527230980931893,-0.2778349638902585,0.48734004013142235,3
0.7406682049283059,0.7316380763914863,0.9718675624891796,1.0230934186342782,0.7237777923381787,0.621274694666702,0.724219725063248,0.9373261079699085,-0.8716219885241067,0.5164905512775705,-0.7180127301032673,-0.7008225138762106,-0.9821548500814915,-1.0303320392608228,-0.7184230627285251,-0.23482481098015945,2
-0.13029419512867849,-0.13512749467671825,-0.10375948285103775,-0.04843160837049995,-0.06217579534058186,0.003289955937232313,0.2677208869941112,-0.0458202457325357,0.9275063459657806,0.5193035544245356,0.3018781945532093,-0.12253915522808881,-0.1280183682796091,-0.26110074375685977,-0.16006387810582828,-0.15996468077638798,6
-0.25250217424255655,-0.2597775996972369,-0.3926373994258366,-0.5796041953718997,0.2860197756204608,-1.3221248886364836,-1.5737671256710504,-0.20268987182974324,0.017116604543189855,0.9310799074699299,1.5258920608054698,1.4807188358650212,-0.5645235390897971,0.9926143572127553,1.5224199793137967,0.8177871532932431,5
0.42626785620185326,0.42441895624647347,0.6208281121067928,0.5385606864478549,0.5829376895547679,0.07983955126126643,0.3328758609508644,0.6053023482130238,0.8094970732936941,-0.015705884221720093,-0.5055958516689171,-0.18059614277567726,-0.8636507466692701,-0.6414940044505599,-0.2172817209843428,0.4688517304166622,0
-0.27931415400901666,-0.283860026894941,-0.31811265835352825,-0.32805517126938905,-0.12856955674637938,-0.3934121173532132,-0.12103032791762774,-0.2379207424338081,-0.9904244221369357,0.5794417855786718,0.6114333833786929,0.29972490767436716,-0.0473275248904177,0.14362947799373446,0.26389434401703277,0.06310558800679507,6
-0.37375380248578377,-0.3763553827520447,-0.47297023333700927,-0.7353505864581844,0.14056612095598525,-1.4215398127656023,-1.805510344461374,-0.36453804349093627,0.6150145799993989,0.3654142502142602,0.9573876574074677,1.6264428138718368,-0.402072835474205,1.2762888008685989,1.6851434426276917,0.9075046184669646,5
-0.4325352256425708,-0.4322225776897354,-0.42057600677934465,-0.34708606617688115,-0.5452131000993174,0.2048896595712794,0.43351325286842823,-0.4454579531974458,-0.4377324313233607,-0.04210674610981848,-0.1142594883109228,-0.31092786142312684,0.5581726456498087,-0.11325412580894602,-0.34478569909379536,0.14133235344813905,6
