"Marital_status","Application_mode","Application_order","Course","Daytimeevening_attendance","Previous_qualification","Nacionality","Mothers_qualification","Fathers_qualification","Mothers_occupation","Fathers_occupation","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem__6","Curricular_units_1st_sem__5","Curricular_units_1st_sem__4","Curricular_units_1st_sem__3","Curricular_units_1st_sem_","Curricular_units_2nd_sem__6","Curricular_units_2nd_sem__5","Curricular_units_2nd_sem__4","Curricular_units_2nd_sem__3","Curricular_units_2nd_sem_","Previous_qualification_","Admission_grade","Curricular_units_1st_sem__2","Curricular_units_2nd_sem__2","Unemployment_rate","Inflation_rate","GDP","Target"
1.4011124424098773,1.163677734685073,-0.5523462140812174,-0.38940228727272824,0,-0.344502249058521,-0.12162071071585256,1.1210706121095118,1.0225360540476005,-0.0664427347844617,-0.07183412613506761,0,0,0,1,0,0,2.873391998708289,0,-0.3051122541409314,-0.10866179902377787,0.16009627354309647,0.09107812869079396,-0.1981829022823819,-0.2861989698663995,-0.10602418372383794,-0.5286846415060938,0.5151454919078552,-0.1995512930764585,-2.472918049423228,1.0074610049557073,0.34637361603770483,0.5314459879757489,0.8920834522350467,-1.1099571946157272,0.3330275890892366,2
-0.29411385970586823,-1.010419723198507,-0.5523462140812174,0.3972204847811318,1,-0.344502249058521,-0.12162071071585256,-0.032934302449988635,0.9572544511165946,-0.22346499749044496,-0.153801229920979,0,0,0,1,1,0,-0.2965988155935884,0,-0.3051122541409314,-0.5096566965682511,-0.32107630570872403,-0.23254184865531047,-0.1981829022823819,-0.2861989698663995,-0.5553889576144516,-0.5286846415060938,-0.14695724855406597,-0.1995512930764585,0.1880220049044724,-0.3802185748639941,0.1729632932648173,0.29032655119411327,-0.8014490751009835,-1.4730483997388537,-1.3961853168738847,2
-0.29411385970586823,-1.010419723198507,0.9404015916716868,0.3164681470702887,1,-0.344502249058521,-0.12162071071585256,1.1851819962517063,1.0225360540476005,-0.22346499749044496,-0.153801229920979,1,0,0,1,0,1,-0.6928476673813231,0,-0.3051122541409314,0.6933279960651686,0.641268852794917,0.7383180833830029,-0.1981829022823819,-0.2861989698663995,0.7927053640573893,0.726356240094433,0.8461968621388158,-0.1995512930764585,0.8722637331601668,0.07543740656934048,0.4660762845575037,0.5138098234568637,-0.2745722888186629,0.12455290280290343,0.7531688322260562,2
-0.29411385970586823,-1.010419723198507,0.9404015916716868,0.3164681470702887,1,-0.344502249058521,-0.12162071071585256,-1.186939217009489,-1.3928832543996232,-0.2627205631669408,-0.2767518855998461,1,0,0,1,1,0,-0.6928476673813231,0,-0.3051122541409314,0.6933279960651686,-0.08049001608281377,0.7383180833830029,-0.1981829022823819,-0.2861989698663995,0.7927053640573893,-0.026668288865883096,0.8461968621388158,-0.1995512930764585,1.2523980266355526,0.16518782715469513,0.505911112988761,0.5507355429182796,0.4404747782787716,1.7947724463692865,-0.7681847218693753,2
-0.29411385970586823,-1.010419723198507,-0.5523462140812174,0.3972204847811318,1,-0.344502249058521,-0.12162071071585256,-1.186939217009489,1.0225360540476005,-0.3019761288434366,-0.07183412613506761,0,0,1,0,0,1,-0.5607647167854115,0,-0.3051122541409314,-0.10866179902377787,-0.32107630570872403,0.09107812869079396,-0.1981829022823819,-0.2861989698663995,-0.10602418372383794,0.22433988745422226,-0.14695724855406597,-0.1995512930764585,-1.1804614516069165,-1.215587874158442,0.27700948692854976,0.4349982132630946,0.32757260978970326,-0.5290112664187245,0.7752815292332573,0
-0.29411385970586823,-1.010419723198507,-0.5523462140812174,0.11221223403697962,1,-0.344502249058521,-0.12162071071585256,1.1210706121095118,-1.3928832543996232,-0.0664427347844617,-0.11281767802802331,1,0,0,1,1,0,-0.16451586499767681,0,-0.3051122541409314,-0.10866179902377787,0.16009627354309647,0.4146981060368984,-0.1981829022823819,-0.2861989698663995,-0.10602418372383794,0.9773644164145383,0.5151454919078552,-0.1995512930764585,-0.1921122885709134,-0.46306511694278246,0.8319225198017893,0.8529385703512629,0.4404747782787716,1.7947724463692865,-0.7681847218693753,2
-0.29411385970586823,1.163677734685073,-0.5523462140812174,0.11933744030558342,1,-0.344502249058521,-0.12162071071585256,-0.9946050645829057,-1.3928832543996232,-0.34123169451993246,-0.07183412613506761,0,0,0,0,0,0,0.36381593738596946,0,-0.3051122541409314,-0.10866179902377787,-0.08049001608281377,0.4146981060368984,-0.1981829022823819,-0.2861989698663995,-0.10602418372383794,-0.27767646518598843,0.18409412167689462,-0.1995512930764585,-0.1921122885709134,-0.47687287395591405,0.9904691006227151,0.8207893121137116,-0.1616701203295946,-0.4563930253940992,0.8769999354663821,1
-0.29411385970586823,1.163677734685073,-0.5523462140812174,0.3972204847811318,1,-0.344502249058521,-0.12162071071585256,0.9287364596829284,0.7614096423235763,-0.41974282587292405,-0.4406860931716689,1,0,0,0,1,0,0.6279818385777927,0,-0.3051122541409314,-0.5096566965682511,-0.32107630570872403,-0.556161826001415,-0.1981829022823819,-0.2861989698663995,-0.5553889576144516,-0.026668288865883096,-0.8090599890159872,1.0844705727373352,-0.9523808755216849,-1.4434158648751094,0.20764535781939467,0.24210266383778617,-1.4788620860353958,0.9959717950984076,0.12516823722154677,0
-0.29411385970586823,-1.010419723198507,-0.5523462140812174,-4.114935138250037,1,-0.344502249058521,-0.12162071071585256,-1.0587164487251002,0.9572544511165946,-0.0664427347844617,-0.07183412613506761,1,0,0,1,0,0,-0.6928476673813231,0,-0.3051122541409314,-2.514631184290617,-2.0051803330900957,-1.5270217580397283,-0.1981829022823819,-0.2861989698663995,-2.8022128270675197,-2.034733699426726,-1.4711627294779084,-0.1995512930764585,0.7962368744650897,1.0903075470344947,-2.2200991610010288,-1.9761961545532614,1.7576667439845728,-0.6742477484679752,-0.423226648557039,0
-0.29411385970586823,-0.09501026724752597,1.686775494548139,0.1996147642651863,1,-0.344502249058521,-0.12162071071585256,1.1851819962517063,0.9572544511165946,-0.22346499749044496,-0.153801229920979,1,0,0,1,1,0,-0.6928476673813231,0,-0.3051122541409314,-0.10866179902377787,0.8818551424208272,-0.556161826001415,-0.1981829022823819,-0.2861989698663995,-0.10602418372383794,0.9773644164145383,-1.1401113592469478,-0.1995512930764585,-1.1044345929118393,-1.0498947900008653,0.20764535781939467,0.3385504385504404,0.32757260978970326,-0.5290112664187245,0.7752815292332573,0
